placette;fascine;type;espece;ID;numero;longueur touffe;largeur touffe;hauteur max feuille;nombre reprises;inflorescence;date;heure;operateur;remarques
2;2;;Eriophorum angustifolium;EA14;5;3;2,5;13;11;non;01/09/2025;NA;BG;"mélange ; inflo carex"
2;2;;Eriophorum angustifolium;EA15;6;3,5;3;18;6;oui;01/09/2025;NA;BG;
2;2;;Eriophorum angustifolium;EA16;7;3,5;3;23;2;oui;01/09/2025;NA;BG;mélange
2;2;;Eriophorum angustifolium;EA17;8;0,5;0,5;11;5;non;01/09/2025;NA;BG;
2;2;;Eriophorum angustifolium;EA18;9;2,5;2,5;14;11;non;01/09/2025;NA;BG;
3;1;;Carex nigra;CN19;1;2;2;14,5;4;non;01/09/2025;NA;BG;
3;1;;Carex nigra;CN20;2;2;1,5;11,5;3;oui;01/09/2025;NA;BG;
3;1;;Carex nigra;CN21;3;4;3,5;15;10;oui;01/09/2025;NA;BG;
3;1;;Carex nigra;CN22;4;6;5;14;11;oui;01/09/2025;NA;BG;
3;1;;Carex nigra;CN23;5;2,5;2,5;14;4;non;01/09/2025;NA;BG;
3;1;;Carex nigra;CN24;6;6;5,5;16,5;4;oui;01/09/2025;NA;BG;
3;1;;Carex nigra;CN25;7;4;3;13;4;oui;01/09/2025;NA;BG;
3;1;;Carex nigra;CN26;8;1,5;1;7;5;oui;01/09/2025;NA;BG;
3;1;;Carex nigra;CN27;9;4;3,5;13;3;non;01/09/2025;NA;BG;
3;2;;Carex nigra;CN28;1;4;3;13,5;1;oui;01/09/2025;NA;BG;
3;2;;Carex nigra;CN29;2;1;1;10,5;7;oui;01/09/2025;NA;BG;
3;2;;Carex nigra;CN30;3;1,5;1,5;16,5;7;non;01/09/2025;NA;BG;
3;2;;Carex nigra;CN31;4;3;2,5;17;1;oui;01/09/2025;NA;BG;
3;2;;Carex nigra;CN32;5;5,5;5;14,5;4;non;01/09/2025;NA;BG;mélange
3;2;;Carex nigra;CN33;6;2;2;14,5;8;oui;01/09/2025;NA;BG;
3;2;;Carex nigra;CN34;7;5;3,5;16;6;oui;01/09/2025;NA;BG;
3;2;;Carex nigra;CN35;8;2;1,5;15;14;non;01/09/2025;NA;BG;mélange
3;2;;Carex nigra;CN36;9;0;0;0;0;non;01/09/2025;NA;BG;
4;1;;Eriophorum angustifolium;EA19;1;2,5;2;14,5;8;non;01/09/2025;NA;BG;mélange
4;1;;Eriophorum angustifolium;EA20;2;2,5;2;16,5;1;non;01/09/2025;NA;BG;
4;1;;Eriophorum angustifolium;EA21;3;2;2;17;13;oui;01/09/2025;NA;BG;
4;1;;Eriophorum angustifolium;EA22;4;5,5;5;23,5;5;non;01/09/2025;NA;BG;"mélange ; inflo carex"
4;1;;Eriophorum angustifolium;EA23;5;3;3;21,5;10;oui;01/09/2025;NA;BG;
4;1;;Eriophorum angustifolium;EA24;6;3;2,5;22,5;4;oui;01/09/2025;NA;BG;mélange
4;1;;Eriophorum angustifolium;EA25;7;4;1,5;23;17;oui;01/09/2025;NA;BG;
4;1;;Eriophorum angustifolium;EA26;8;4;3;23,5;9;oui;01/09/2025;NA;BG;
4;1;;Eriophorum angustifolium;EA27;9;2;2;24,5;9;non;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA28;1;0;0;0;7;non;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA29;2;4;3;18;8;oui;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA30;3;1;1;18;5;oui;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA31;4;3;2,5;18;9;non;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA32;5;2,5;2,5;20;5;oui;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA33;6;0,5;0,5;13;5;non;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA34;7;5;4,5;15,5;8;non;01/09/2025;NA;BG;"mélange ; inflo carex"
4;2;;Eriophorum angustifolium;EA35;8;2;2;21,5;1;non;01/09/2025;NA;BG;
4;2;;Eriophorum angustifolium;EA36;9;2,5;1,5;10,5;6;non;01/09/2025;NA;BG;
5;1;;Carex nigra;CN37;1;4;2;16;0;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN38;2;4;3,5;15;1;non;01/09/2025;NA;BG;
5;1;;Carex nigra;CN39;3;5;4;12;4;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN40;4;5;4;16,5;2;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN41;5;5;3;15;3;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN42;6;5;4;17;0;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN43;7;6;5,5;14;2;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN44;8;3;2,5;12,5;1;oui;01/09/2025;NA;BG;
5;1;;Carex nigra;CN45;9;3;1,5;14,5;4;non;01/09/2025;NA;BG;mélange
5;2;;Carex nigra;CN46;1;4;2,5;16;2;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN47;2;7;6;17,5;1;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN48;3;5,5;5;11;2;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN49;4;4;4;13;0;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN50;5;3;2,5;12;3;oui;01/09/2025;NA;BG;mélange
5;2;;Carex nigra;CN51;6;4;3,5;18,5;7;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN52;7;2;1;12,5;3;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN53;8;5;3;15;3;oui;01/09/2025;NA;BG;
5;2;;Carex nigra;CN54;9;1;1;9,5;1;oui;01/09/2025;NA;BG;
6;1;;Eriophorum angustifolium;EA37;1;5;4;20;2;non;01/09/2025;NA;BG;"mélange ; inflo carex"
6;1;;Eriophorum angustifolium;EA38;2;2,5;1,5;19,5;16;oui;01/09/2025;NA;BG;
6;1;;Eriophorum angustifolium;EA39;3;0;0;0;15;non;01/09/2025;NA;BG;
6;1;;Eriophorum angustifolium;EA40;4;3;2,5;21;11;oui;01/09/2025;NA;BG;
6;1;;Eriophorum angustifolium;EA41;5;5;4,5;21;9;oui;01/09/2025;NA;BG;mélange
6;1;;Eriophorum angustifolium;EA42;6;5;4;19;11;non;01/09/2025;NA;BG;mélange
6;1;;Eriophorum angustifolium;EA43;7;3,5;2;18;10;oui;01/09/2025;NA;BG;
6;1;;Eriophorum angustifolium;EA44;8;2;1;10;7;oui;01/09/2025;NA;BG;
6;1;;Eriophorum angustifolium;EA45;9;2,5;1,5;18;11;non;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA46;1;2,5;2,5;17;9;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA47;2;5,5;4;26;7;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA48;3;1;1;18,5;5;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA49;4;6;4,5;26;5;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA50;5;4;3;18;9;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA51;6;2,5;1,5;16;9;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA52;7;0;0;0;1;non;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA53;8;3;2,5;14,5;3;oui;01/09/2025;NA;BG;
6;2;;Eriophorum angustifolium;EA54;9;3,5;1,5;18;8;non;01/09/2025;NA;BG;
7;1;;Carex nigra;CN55;1;3;2;10;6;non;01/09/2025;NA;BG;
7;1;;Carex nigra;CN56;2;3;2,5;12,5;3;oui;01/09/2025;NA;BG;
7;1;;Carex nigra;CN57;3;3;3;13;3;oui;01/09/2025;NA;BG;
7;1;;Carex nigra;CN58;4;3,5;2,5;14;0;non;01/09/2025;NA;BG;
7;1;;Carex nigra;CN59;5;3;2;13;3;oui;01/09/2025;NA;BG;
7;1;;Carex nigra;CN60;6;6;3,5;11;3;oui;01/09/2025;NA;BG;
7;1;;Carex nigra;CN61;7;5,5;4;16;4;oui;01/09/2025;NA;BG;
7;1;;Carex nigra;CN62;8;5,5;4;17;3;oui;01/09/2025;NA;BG;
7;1;;Carex nigra;CN63;9;4;3,5;14,5;3;non;01/09/2025;NA;BG;
7;2;;Carex nigra;CN64;1;5;4,5;18;2;oui;01/09/2025;NA;BG;
7;2;;Carex nigra;CN65;2;1;1;11;0;non;01/09/2025;NA;BG;
7;2;;Carex nigra;CN66;3;3,5;3;9;2;non;01/09/2025;NA;BG;
7;2;;Carex nigra;CN67;4;4,5;4;14;2;oui;01/09/2025;NA;BG;
7;2;;Carex nigra;CN68;5;6,5;4;13;1;oui;01/09/2025;NA;BG;
7;2;;Carex nigra;CN69;6;5,5;4,5;14;0;oui;01/09/2025;NA;BG;
7;2;;Carex nigra;CN70;7;6;5;15;1;non;01/09/2025;NA;BG;
7;2;;Carex nigra;CN71;8;3;2;10,5;3;oui;01/09/2025;NA;BG;
7;2;;Carex nigra;CN72;9;4;3;15;9;non;01/09/2025;NA;BG;mélange
8;1;;Eriophorum angustifolium;EA55;1;2;1,5;15;4;oui;01/09/2025;NA;BG;
8;1;;Eriophorum angustifolium;EA56;2;3;1,5;15;5;non;01/09/2025;NA;BG;
8;1;;Eriophorum angustifolium;EA57;3;3;1,5;21,5;8;non;01/09/2025;NA;BG;
8;1;;Eriophorum angustifolium;EA58;4;6;4;23;9;oui;01/09/2025;NA;BG;mélange
8;1;;Eriophorum angustifolium;EA59;5;5;5;16,5;8;non;01/09/2025;NA;BG;"mélange ; inflo carex"
8;1;;Eriophorum angustifolium;EA60;6;2,5;1;11;3;oui;01/09/2025;NA;BG;
8;1;;Eriophorum angustifolium;EA61;7;4,5;3,5;24;13;non;01/09/2025;NA;BG;
8;1;;Eriophorum angustifolium;EA62;8;2;2;18;16;oui;01/09/2025;NA;BG;
8;1;;Eriophorum angustifolium;EA63;9;4,5;3,5;23;5;non;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA64;1;3,5;2,5;17;7;oui;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA65;2;4,5;2,5;15;6;oui;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA66;3;3;3;13;6;non;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA67;4;3,5;3;16,5;4;oui;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA68;5;4;3,5;20;5;oui;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA69;6;2,5;2;12,5;11;non;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA70;7;4;3,5;20,5;13;non;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA71;8;3,5;3;20;6;non;01/09/2025;NA;BG;
8;2;;Eriophorum angustifolium;EA72;9;3;3;25,5;8;non;01/09/2025;NA;BG;
9;1;;Carex nigra;CN73;1;5,5;4;15;1;oui;01/09/2025;NA;BG;
9;1;;Carex nigra;CN74;2;2;1,5;10,5;0;non;01/09/2025;NA;BG;
9;1;;Carex nigra;CN75;3;5;5;14;0;oui;01/09/2025;NA;BG;
9;1;;Carex nigra;CN76;4;3,5;3;14;1;non;01/09/2025;NA;BG;
9;1;;Carex nigra;CN77;5;5,5;4;14;4;oui;01/09/2025;NA;BG;
9;1;;Carex nigra;CN78;6;5;4,5;21;1;oui;01/09/2025;NA;BG;
9;1;;Carex nigra;CN79;7;4,5;4;19;2;oui;01/09/2025;NA;BG;mélange
9;1;;Carex nigra;CN80;8;4;3;17,5;1;oui;01/09/2025;NA;BG;mélange
9;1;;Carex nigra;CN81;9;3;2;12;1;non;01/09/2025;NA;BG;
9;2;;Carex nigra;CN82;1;3;3;14;0;non;01/09/2025;NA;BG;
9;2;;Carex nigra;CN83;2;3;2;15;1;non;01/09/2025;NA;BG;
9;2;;Carex nigra;CN84;3;5;5;24;1;oui;01/09/2025;NA;BG;
9;2;;Carex nigra;CN85;4;0;0;0;2;non;01/09/2025;NA;BG;
9;2;;Carex nigra;CN86;5;4,5;4,5;16,5;4;non;01/09/2025;NA;BG;
9;2;;Carex nigra;CN87;6;3,5;3;15,5;3;oui;01/09/2025;NA;BG;
9;2;;Carex nigra;CN88;7;3,5;3;17;0;oui;01/09/2025;NA;BG;
9;2;;Carex nigra;CN89;8;5;4;13;6;oui;01/09/2025;NA;BG;
9;2;;Carex nigra;CN90;9;4;3;13;0;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA73;1;3;1,5;16;9;oui;01/09/2025;NA;BG;champignons
10;1;;Eriophorum angustifolium;EA74;2;3;2;15;9;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA75;3;4;3;15,5;11;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA76;4;4,5;3;21;9;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA77;5;3;2;20;14;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA78;6;4;3;19,5;6;non;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA79;7;4;2,5;17,5;7;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA80;8;3;2;21,5;5;oui;01/09/2025;NA;BG;
10;1;;Eriophorum angustifolium;EA81;9;3;1;18;9;oui;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA82;1;2,5;2,5;16;8;non;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA83;2;3;3;14,5;10;oui;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA84;3;2,5;2;17,5;12;oui;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA85;4;4;3;20;11;oui;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA86;5;3,5;3;20,5;15;non;01/09/2025;NA;BG;"mélange ; inflo carex"
10;2;;Eriophorum angustifolium;EA87;6;2;2;20;7;oui;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA88;7;3,5;2,5;17;8;oui;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA89;8;2,5;2;11,5;5;non;01/09/2025;NA;BG;
10;2;;Eriophorum angustifolium;EA90;9;3,5;3;17;8;non;01/09/2025;NA;BG;"mélange ; inflo carex"
11;1;;Carex nigra;CN91;1;6;5;14,5;1;oui;01/09/2025;NA;BG;
11;1;;Carex nigra;CN92;2;5,5;3,5;19;2;oui;01/09/2025;NA;BG;
11;1;;Carex nigra;CN93;3;5;3,5;21;6;non;01/09/2025;NA;BG;mélange
11;1;;Carex nigra;CN94;4;5;3;14,5;6;oui;01/09/2025;NA;BG;mélange
11;1;;Carex nigra;CN95;5;4;3;15,5;10;oui;01/09/2025;NA;BG;
11;1;;Carex nigra;CN96;6;3,5;2,5;13,5;9;oui;01/09/2025;NA;BG;
11;1;;Carex nigra;CN97;7;3;2,5;15;5;oui;01/09/2025;NA;BG;
11;1;;Carex nigra;CN98;8;2;1,5;12;1;oui;01/09/2025;NA;BG;
11;1;;Carex nigra;CN99;9;5;4;20;4;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN100;1;1;1;11,5;0;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN101;2;0;0;0;0;non;01/09/2025;NA;BG;
11;2;;Carex nigra;CN102;3;0,5;0,5;9;4;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN103;4;5;4;18,5;1;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN104;5;3,5;1,5;13,5;0;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN105;6;2,5;1,5;16;0;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN106;7;2,5;2;18;1;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN107;8;0,5;0,5;10,5;0;oui;01/09/2025;NA;BG;
11;2;;Carex nigra;CN108;9;1;1;6;0;non;01/09/2025;NA;BG;
12;1;;Eriophorum angustifolium;EA91;1;4;4;23;9;non;01/09/2025;NA;BG;mélange
12;1;;Eriophorum angustifolium;EA92;2;4;3,5;15;7;non;01/09/2025;NA;BG;
12;1;;Eriophorum angustifolium;EA93;3;2;1,5;20;1;non;01/09/2025;NA;BG;
12;1;;Eriophorum angustifolium;EA94;4;4,5;3;21;10;non;01/09/2025;NA;BG;"mélange ; inflo carex"
12;1;;Eriophorum angustifolium;EA95;5;1;1;15;7;oui;01/09/2025;NA;BG;
12;1;;Eriophorum angustifolium;EA96;6;2;2;15,5;6;non;01/09/2025;NA;BG;
12;1;;Eriophorum angustifolium;EA97;7;1,5;1;21;8;oui;01/09/2025;NA;BG;
12;1;;Eriophorum angustifolium;EA98;8;3;1,5;14;6;oui;01/09/2025;NA;BG;mélange
12;1;;Eriophorum angustifolium;EA99;9;1,5;1,5;14;8;non;01/09/2025;NA;BG;
12;2;;Eriophorum angustifolium;EA100;1;5,5;4;21;13;oui;01/09/2025;NA;BG;
12;2;;Eriophorum angustifolium;EA101;2;4,5;2,5;17;10;oui;01/09/2025;NA;BG;
12;2;;Eriophorum angustifolium;EA102;3;3;3;18;10;oui;01/09/2025;NA;BG;
12;2;;Eriophorum angustifolium;EA103;4;3,5;3,5;17;9;oui;01/09/2025;NA;BG;
12;2;;Eriophorum angustifolium;EA104;5;5,5;4,5;21;7;oui;01/09/2025;NA;BG;mélange
12;2;;Eriophorum angustifolium;EA105;6;4;4;21;6;oui;01/09/2025;NA;BG;mélange
12;2;;Eriophorum angustifolium;EA106;7;4;4;21,5;11;oui;01/09/2025;NA;BG;
12;2;;Eriophorum angustifolium;EA107;8;2,5;0,5;9;7;non;01/09/2025;NA;BG;"mélange ; inflo carex"
12;2;;Eriophorum angustifolium;EA108;9;3,5;1;9;5;non;01/09/2025;NA;BG;
13;1;;Carex nigra;CN109;1;6,5;4;13;0;oui;01/09/2025;NA;BG;
13;1;;Carex nigra;CN110;2;5,5;5;19;1;oui;01/09/2025;NA;BG;
13;1;;Carex nigra;CN111;3;4;3,5;19;0;oui;01/09/2025;NA;BG;
13;1;;Carex nigra;CN112;4;2,5;2;13,5;2;non;01/09/2025;NA;BG;
13;1;;Carex nigra;CN113;5;6;4,5;17,5;0;oui;01/09/2025;NA;BG;
13;1;;Carex nigra;CN114;6;5;3;17;2;non;01/09/2025;NA;BG;
13;1;;Carex nigra;CN115;7;6;5,5;16;4;oui;01/09/2025;NA;BG;
13;1;;Carex nigra;CN116;8;5,5;3;14;2;oui;01/09/2025;NA;BG;
13;1;;Carex nigra;CN117;9;4;3;11;0;oui;01/09/2025;NA;BG;
13;2;;Carex nigra;CN118;1;0;0;0;0;non;01/09/2025;NA;BG;
13;2;;Carex nigra;CN119;2;5;4;13,5;0;oui;01/09/2025;NA;BG;
13;2;;Carex nigra;CN120;3;3;2;12,5;0;oui;01/09/2025;NA;BG;
13;2;;Carex nigra;CN121;4;5;3;11;0;oui;01/09/2025;NA;BG;
13;2;;Carex nigra;CN122;5;5;3;17,5;8;oui;01/09/2025;NA;BG;mélange
13;2;;Carex nigra;CN123;6;5;5,5;19,5;6;oui;01/09/2025;NA;BG;mélange
13;2;;Carex nigra;CN124;7;1,5;1,5;11,5;7;oui;01/09/2025;NA;BG;
13;2;;Carex nigra;CN125;8;3;2;18;0;oui;01/09/2025;NA;BG;
13;2;;Carex nigra;CN126;9;3,5;2;16;1;oui;01/09/2025;NA;BG;
14;1;;Eriophorum angustifolium;EA109;1;3;1,5;14,5;8;oui;01/09/2025;NA;BG;
14;1;;Eriophorum angustifolium;EA110;2;3,5;3;18,5;2;oui;01/09/2025;NA;BG;
14;1;;Eriophorum angustifolium;EA111;3;5;5;29,5;12;non;01/09/2025;NA;BG;"mélange ; inflo carex"
14;1;;Eriophorum angustifolium;EA112;4;3,5;3;20;15;oui;01/09/2025;NA;BG;
14;1;;Eriophorum angustifolium;EA113;5;5,5;4;17,5;8;oui;01/09/2025;NA;BG;mélange
14;1;;Eriophorum angustifolium;EA114;6;5,5;3,5;21,5;4;oui;01/09/2025;NA;BG;
14;1;;Eriophorum angustifolium;EA115;7;4;3,5;21,5;5;oui;01/09/2025;NA;BG;mélange
14;1;;Eriophorum angustifolium;EA116;8;5,5;3;19;6;oui;01/09/2025;NA;BG;
14;1;;Eriophorum angustifolium;EA117;9;3;2,5;14;13;non;01/09/2025;NA;BG;
14;2;;Eriophorum angustifolium;EA118;1;3;3;23;2;oui;01/09/2025;NA;BG;
14;2;;Eriophorum angustifolium;EA119;2;5;4,5;20;5;non;01/09/2025;NA;BG;"mélange ; inflo carex"
14;2;;Eriophorum angustifolium;EA120;3;5;4,5;22,5;10;oui;01/09/2025;NA;BG;mélange
14;2;;Eriophorum angustifolium;EA121;4;4,5;4;24;5;oui;01/09/2025;NA;BG;mélange
14;2;;Eriophorum angustifolium;EA122;5;4;3;19;4;non;01/09/2025;NA;BG;"mélange ; inflo carex"
14;2;;Eriophorum angustifolium;EA123;6;1,5;1;10;6;non;01/09/2025;NA;BG;
14;2;;Eriophorum angustifolium;EA124;7;3;3;21,5;3;non;01/09/2025;NA;BG;"mélange ; inflo carex"
14;2;;Eriophorum angustifolium;EA125;8;4;3;25;9;non;01/09/2025;NA;BG;"mélange ; inflo carex"
14;2;;Eriophorum angustifolium;EA126;9;4;4;22;5;oui;01/09/2025;NA;BG;mélange
15;1;;Carex nigra;CN127;1;7;4;18;2;oui;01/09/2025;NA;BG;
15;1;;Carex nigra;CN128;2;6;4;19;8;oui;01/09/2025;NA;BG;mélange
15;1;;Carex nigra;CN129;3;6,5;5,5;13,5;1;oui;01/09/2025;NA;BG;mélange
15;1;;Carex nigra;CN130;4;6,5;3,5;14;3;non;01/09/2025;NA;BG;
15;1;;Carex nigra;CN131;5;2;1;5,5;0;non;01/09/2025;NA;BG;
15;1;;Carex nigra;CN132;6;3;2,5;11,5;1;oui;01/09/2025;NA;BG;
15;1;;Carex nigra;CN133;7;6;3,5;11,5;1;oui;01/09/2025;NA;BG;
15;1;;Carex nigra;CN134;8;0;0;0;4;non;01/09/2025;NA;BG;
15;1;;Carex nigra;CN135;9;6;5;16;1;oui;01/09/2025;NA;BG;
15;2;;Carex nigra;CN136;1;3,5;3;15,5;0;oui;01/09/2025;NA;BG;
15;2;;Carex nigra;CN137;2;0;0;0;0;non;01/09/2025;NA;BG;
15;2;;Carex nigra;CN138;3;4,5;3;15;0;oui;01/09/2025;NA;BG;
15;2;;Carex nigra;CN139;4;4,5;4,5;17;1;non;01/09/2025;NA;BG;
15;2;;Carex nigra;CN140;5;4;3;17,5;2;oui;01/09/2025;NA;BG;
15;2;;Carex nigra;CN141;6;4;3;10,5;4;oui;01/09/2025;NA;BG;
15;2;;Carex nigra;CN142;7;4;3,5;16;10;non;01/09/2025;NA;BG;mélange
15;2;;Carex nigra;CN143;8;2,5;1;10;0;non;01/09/2025;NA;BG;
15;2;;Carex nigra;CN144;9;2,5;2;10,5;1;oui;01/09/2025;NA;BG;
16;1;;Eriophorum angustifolium;EA127;1;3;2;20;5;non;01/09/2025;NA;BG;"mélange ; inflo carex"
16;1;;Eriophorum angustifolium;EA128;2;1;1;3;6;oui;01/09/2025;NA;BG;
16;1;;Eriophorum angustifolium;EA129;3;2,5;1;14,5;7;non;01/09/2025;NA;BG;
16;1;;Eriophorum angustifolium;EA130;4;3,5;3;16;5;oui;01/09/2025;NA;BG;mélange
16;1;;Eriophorum angustifolium;EA131;5;3,5;3;14,5;7;oui;01/09/2025;NA;BG;
16;1;;Eriophorum angustifolium;EA132;6;2;1,5;11,5;11;oui;01/09/2025;NA;BG;1 reprise dans la berge ?
16;1;;Eriophorum angustifolium;EA133;7;3;2;19,5;8;non;01/09/2025;NA;BG;
16;1;;Eriophorum angustifolium;EA134;8;5;3;14;9;oui;01/09/2025;NA;BG;
16;1;;Eriophorum angustifolium;EA135;9;4;3,5;23;5;non;01/09/2025;NA;BG;
16;2;;Eriophorum angustifolium;EA136;1;1;1;15;7;non;01/09/2025;NA;BG;mélange
16;2;;Eriophorum angustifolium;EA137;2;4,5;3;19;1;non;01/09/2025;NA;BG;"carex uniquement ; inflo carex"
16;2;;Eriophorum angustifolium;EA138;3;2;1;8,5;5;non;01/09/2025;NA;BG;
16;2;;Eriophorum angustifolium;EA139;4;3,5;3;18;9;oui;01/09/2025;NA;BG;
16;2;;Eriophorum angustifolium;EA140;5;5;3;21,5;5;non;01/09/2025;NA;BG;
16;2;;Eriophorum angustifolium;EA141;6;7;6;19,5;2;non;01/09/2025;NA;BG;"mélange ; inflo carex"
